baseline_Distance Travelled,model_Distance Travelled,baseline_No. Of Stops Passed Through,model_No. Of Stops Passed Through,baseline_Non-Collision Destroyed,model_Non-Collision Destroyed,baseline_Non-Vehicle Collision Count,model_Non-Vehicle Collision Count,baseline_Serious Collision Count,model_Serious Collision Count,baseline_Speed,model_Speed,baseline_Speed Limit,model_Speed Limit,baseline_Time Stopped,model_Time Stopped,baseline_Time in speed0-5mph,model_Time in speed0-5mph,baseline_Time in speed10-15mph,model_Time in speed10-15mph,baseline_Time in speed15-20mph,model_Time in speed15-20mph,baseline_Time in speed20-25mph,model_Time in speed20-25mph,baseline_Time in speed25-30mph,model_Time in speed25-30mph,baseline_Time in speed30-35mph,model_Time in speed30-35mph,baseline_Time in speed5-10mph,model_Time in speed5-10mph,baseline_Vehicle-Vehicle Collision Count,model_Vehicle-Vehicle Collision Count,baseline_realtimeSinceStartup,model_realtimeSinceStartup,baseline_totalTimeinminsoFar,model_totalTimeinminsoFar
1817.134,2217.469,0,0.0,0,0.0,0,0.0,0,0.0,0.01651599,0.01786105,30,27.98009,5.625821,4.257369,5.780362,4.374935,0.2395403,0.3060931,0.2977176,0.5460581,0.4266004,1.861334,3.05849,2.347525,0.0,0.3978848,0.2157845,0.1832455,3,1.0,645.3926,610.9326,10.01816,10.01674
1977.44,1731.228,0,0.0,0,0.0,0,0.0,0,0.0,0.01617308,0.01355701,30,28.32149,5.48271,5.694035,5.580091,5.81846,0.1872811,0.2377734,0.2274517,0.3136559,0.3535347,0.7693262,3.508441,2.336078,0.0,0.3630814,0.1616886,0.1786902,1,1.0,645.3929,610.9327,10.01816,10.01674
1683.099,2340.167,0,0.0,0,0.0,0,0.0,0,0.0,0.01419402,0.01861265,30,30.35246,6.015543,3.609873,6.126503,3.696803,0.2114889,0.4252363,0.2448722,0.6468583,0.3898136,3.848661,2.890616,1.113002,0.0,0.09299368,0.1552091,0.1935197,2,0.0,645.3931,610.9328,10.01816,10.01674
2608.173,2473.99,0,0.0,0,0.0,0,0.0,0,0.0,0.02152185,0.02006332,30,28.29488,4.136739,3.948913,4.244932,4.041054,0.1757953,0.1874099,0.2744683,0.2643237,0.3891254,2.288862,4.741784,3.016217,0.0,0.09068806,0.1923829,0.1285239,0,0.0,645.3934,610.9329,10.01816,10.01674
1667.437,1323.609,0,1.0,0,0.0,0,0.0,0,0.0,0.01454158,0.009657005,30,28.72724,5.986382,6.604871,6.117207,6.744998,0.2386356,0.278083,0.2865902,0.3357445,0.372129,0.684297,2.819335,0.9870102,0.0,0.7800387,0.1846115,0.2068855,4,3.0,645.3936,610.933,10.01816,10.01674
1615.101,1702.136,2,0.0,0,0.0,0,0.0,0,0.0,0.01227356,0.01309273,30,29.04282,6.123178,5.472415,6.243888,5.617261,0.2125232,0.3720423,0.2674957,0.4681433,0.4658229,0.9069849,2.647118,2.182752,0.0,0.232261,0.1816442,0.2376247,1,0.0,645.3937,610.9332,10.01816,10.01674
2450.382,1463.069,0,3.0,0,0.0,0,0.0,0,0.0,0.02063406,0.01164783,30,23.76287,4.57431,5.960806,4.664454,6.12896,0.1630301,0.2808984,0.2183956,0.5409034,0.2952675,1.130154,4.538358,1.700037,0.0,0.0,0.1389799,0.2361136,0,4.0,645.394,610.9333,10.01816,10.01674
1732.111,1449.992,0,0.0,0,0.0,0,0.0,0,0.0,0.01433231,0.01170795,30,26.52128,5.852853,6.269544,5.982733,6.380546,0.1995902,0.2006631,0.302644,0.3655593,0.4483318,0.7053664,2.915375,2.012286,0.0,0.2012996,0.169818,0.1513315,2,1.0,645.3942,610.9333,10.01816,10.01674
2089.906,1591.302,0,1.0,0,0.0,0,0.0,0,0.0,0.0171265,0.01333941,30,29.55102,5.221327,5.745529,5.343518,5.875527,0.183427,0.2817656,0.2317546,0.3776824,0.3508202,1.320083,3.744678,1.919539,0.0,0.05960713,0.1642927,0.1828528,1,1.0,645.3944,610.9335,10.01816,10.01674
2352.164,1398.316,0,1.0,0,0.0,0,0.0,0,0.0,0.01930162,0.01124656,30,27.82549,4.711944,6.072894,4.828433,6.255571,0.1795162,0.3664585,0.2402541,0.5022274,0.3309692,0.8622443,4.286521,1.747984,0.0,0.02309579,0.1527939,0.2594756,1,3.0,645.3946,610.9336,10.01816,10.01674
2867.34,2469.48,1,1.0,0,0.0,0,0.0,0,0.0,0.02382912,0.02084628,30,29.97951,3.734751,3.744073,3.814698,3.858257,0.1727727,0.3006385,0.2374186,0.4831882,0.3535179,1.478617,5.325271,3.559974,0.0,0.177064,0.1148139,0.1593278,0,1.0,645.3948,610.9337,10.01816,10.01674
1696.583,1697.283,0,0.0,0,0.0,0,0.0,0,0.0,0.01271162,0.01292794,30,26.07187,5.960041,5.61294,6.099085,5.775622,0.2288407,0.313792,0.2614238,0.4439495,0.3329267,1.181186,2.906308,1.006874,0.0,1.058891,0.1899084,0.2367599,2,2.0,645.395,610.9338,10.01816,10.01674
2463.42,1323.895,0,0.0,0,0.0,0,0.0,0,0.0,0.02111824,0.01075998,30,27.40156,4.608971,6.511762,4.679312,6.622353,0.1403575,0.1971267,0.1960049,0.3038743,0.2932525,0.7814006,4.576426,1.95924,0.0,0.0,0.1331342,0.1530657,0,0.0,645.3953,610.9339,10.01816,10.01674
2010.609,2161.726,0,0.0,0,0.0,0,0.0,0,0.0,0.01662811,0.0165436,30,24.11771,5.24363,4.376127,5.39113,4.459962,0.2406134,0.1746259,0.2921943,0.3691441,0.4243878,2.923005,3.468024,1.560659,0.0,0.404763,0.2021359,0.1249129,4,0.0,645.3955,610.934,10.01816,10.01674
2443.936,2096.038,0,0.0,0,0.0,0,0.0,0,0.0,0.01995692,0.01641193,30,24.18405,4.568388,4.652483,4.689831,4.737795,0.1751065,0.3006334,0.2151659,0.4584214,0.3085664,1.820228,4.509863,2.272361,0.0,0.2920899,0.1199538,0.1355523,0,0.0,645.3957,610.9341,10.01816,10.01674
1794.629,2620.011,0,2.0,0,0.0,0,0.0,0,0.0,0.01503631,0.02063457,30,28.03906,5.823324,3.346574,5.932491,3.470202,0.2015607,0.3205298,0.2469935,0.4885984,0.356156,2.483078,3.119597,3.068147,0.0,0.0,0.1616906,0.1865233,0,0.0,645.3959,610.9343,10.01816,10.01674
1297.825,1925.222,0,1.0,0,0.0,0,0.0,0,0.0,0.0108052,0.01462329,30,27.54335,6.678718,4.955891,6.836412,5.097596,0.2878687,0.3325485,0.2399296,0.3816014,0.392178,1.13796,2.010918,2.666863,0.01666667,0.1722236,0.234529,0.2282786,5,3.0,645.3961,610.9343,10.01816,10.01674
2146.329,2031.824,0,2.0,0,0.0,0,0.0,0,0.0,0.01803346,0.01627572,30,26.58436,5.064713,4.633753,5.187294,4.754051,0.1986079,0.4908434,0.260273,0.7459469,0.4107639,1.151545,3.793688,2.213649,0.0,0.4508175,0.1678612,0.2102314,0,0.0,645.3964,610.9344,10.01816,10.01674
2656.465,2511.19,3,0.0,0,0.0,0,0.0,0,0.0,0.02116434,0.02016459,30,31.75295,3.982589,4.085068,4.116023,4.15883,0.2305226,0.1661918,0.2831974,0.2138407,0.4310605,1.45761,4.777551,3.333396,0.0,0.5776488,0.1801311,0.1095591,2,0.0,645.3965,610.9346,10.01816,10.01674
2104.418,1655.804,1,0.0,0,0.0,0,0.0,0,0.0,0.0183468,0.01400262,30,28.79469,5.252901,5.477437,5.339182,5.621504,0.1466115,0.2899775,0.2396237,0.4286914,0.4103514,1.627732,3.767301,1.804568,0.0,0.01485153,0.1154281,0.229729,0,1.0,645.3967,610.9347,10.01816,10.01674
1616.083,2151.796,0,1.0,0,0.0,0,0.0,0,0.0,0.0131995,0.01730073,30,26.9006,6.261351,4.205941,6.345094,4.375447,0.1619029,0.3506729,0.1850049,0.474184,0.2598273,2.200518,2.851096,2.176894,0.06986064,0.1887446,0.1457085,0.25061,1,1.0,645.397,610.9348,10.01816,10.01674
1560.182,1782.627,0,1.0,0,0.0,0,0.0,0,0.0,0.0136061,0.01529038,30,28.68665,6.129261,5.233428,6.281392,5.392489,0.2453799,0.2905659,0.3147268,0.4114607,0.426567,1.914547,2.539962,1.309487,0.0,0.4746118,0.2104709,0.223907,2,3.0,645.3972,610.9349,10.01816,10.01674
2542.486,1424.292,0,0.0,0,0.0,0,0.0,0,0.0,0.02283363,0.01162533,30,33.71014,4.347222,6.180992,4.440178,6.353602,0.1745849,0.3029118,0.2242353,0.3870324,0.3322665,0.5894268,4.694094,2.10926,0.0,0.01100938,0.1531296,0.2638171,0,1.0,645.3974,610.935,10.01816,10.01674
2183.156,2360.482,0,0.0,0,0.0,0,0.0,0,0.0,0.01813595,0.01940287,30,26.93709,5.09194,4.042124,5.176809,4.132741,0.139535,0.3655152,0.2325742,0.556182,0.2935667,1.153766,3.971423,3.654372,0.06342117,0.0,0.14116,0.1544975,0,0.0,645.3976,610.9351,10.01816,10.01674
2200.516,1584.433,0,0.0,0,0.0,0,0.0,0,0.0,0.01765884,0.01317612,30,25.9511,4.897121,5.560692,5.032667,5.76178,0.2160451,0.3971952,0.2851444,0.5800162,0.4370658,1.097744,3.857784,1.750346,0.0,0.147739,0.189786,0.2822586,0,1.0,645.3978,610.9352,10.01816,10.01674
1981.868,2018.719,2,0.0,0,0.0,0,0.0,0,0.0,0.01639702,0.01578041,30,24.10396,5.350106,4.642968,5.484863,4.773107,0.2201208,0.2472014,0.2886156,0.3781344,0.4336911,1.623081,3.413622,2.780659,0.0,0.0,0.1775776,0.2148923,1,1.0,645.398,610.9353,10.01816,10.01674
1821.887,1396.158,0,0.0,0,0.0,0,0.0,0,0.0,0.01575919,0.01155721,30,28.52612,5.80107,6.340323,5.936391,6.452203,0.1591212,0.2139753,0.2027145,0.3438706,0.3465511,1.039684,3.225936,1.765112,0.0,0.05100344,0.1477738,0.1512199,2,0.0,645.3982,610.9354,10.01816,10.01674
1695.165,1370.341,0,0.0,0,0.0,0,0.0,0,0.0,0.01278738,0.01083173,30,25.78567,6.069533,6.415512,6.192545,6.531522,0.1900844,0.2612232,0.1675075,0.3761173,0.2659482,0.8612179,3.027214,1.397745,0.0,0.3993642,0.1751947,0.1898707,1,0.0,645.3984,610.9355,10.01816,10.01674
1178.736,1871.229,1,0.0,0,0.0,0,0.0,0,0.0,0.009114414,0.01538314,30,31.66699,6.93412,5.065925,7.057063,5.17958,0.2289306,0.2122113,0.3056445,0.3389348,0.4470858,1.856384,1.763124,2.207967,0.0,0.05206786,0.216661,0.1699296,8,0.0,645.3986,610.9357,10.01816,10.01674
1269.367,1228.415,0,0.0,0,0.0,0,0.0,0,0.0,0.01038194,0.01026689,30,29.32905,6.68515,6.545644,6.862603,6.660236,0.275501,0.2702176,0.3246166,0.4056819,0.4338249,1.332436,1.905192,1.13683,0.0,0.0,0.2167626,0.2116575,2,0.0,645.3988,610.9357,10.01816,10.01674
1680.309,2611.424,0,3.0,0,0.0,0,0.0,0,0.0,0.01412789,0.0218258,30,22.61881,5.850377,3.374681,6.035158,3.501055,0.2505405,0.406272,0.2982067,0.5341262,0.4068393,1.34732,2.781033,3.808926,0.0,0.1993779,0.2467221,0.2200001,6,0.0,645.399,610.9359,10.01816,10.01674
2416.668,1949.149,0,0.0,0,0.0,0,0.0,0,0.0,0.02070644,0.01613503,30,25.20471,4.533286,4.846605,4.66402,4.992935,0.1995722,0.3325025,0.2431281,0.4564169,0.3586398,1.832807,4.398223,2.118968,0.0,0.04990511,0.1549004,0.2335365,2,0.0,645.3992,610.936,10.01816,10.01674
2285.76,2039.85,1,0.0,0,0.0,0,0.0,0,0.0,0.0181811,0.01605977,30,29.48649,4.770282,4.599917,4.884402,4.716204,0.2130688,0.2578145,0.2681864,0.386346,0.4001703,2.340024,4.038556,2.064507,0.03333334,0.0689246,0.1807718,0.1832529,2,0.0,645.3994,610.936,10.01816,10.01674
2419.46,1859.466,0,1.0,0,0.0,0,0.0,0,0.0,0.02063292,0.01481209,30,29.40238,4.609979,5.149457,4.725258,5.29497,0.1697748,0.2590173,0.2010989,0.3853484,0.3112157,1.757328,4.469107,1.790625,0.0,0.3316954,0.1420329,0.198093,0,3.0,645.3996,610.9362,10.01816,10.01674
2219.92,1913.352,0,0.0,0,0.0,0,0.0,0,0.0,0.01943727,0.01486953,30,31.32141,4.895706,4.827531,5.040792,4.964043,0.2056454,0.3396661,0.2615238,0.501492,0.383622,2.449017,3.950992,1.537471,0.0,0.006114517,0.1759121,0.2192759,1,0.0,645.3998,610.9363,10.01816,10.01674
1985.385,1889.573,0,0.0,0,0.0,0,0.0,0,0.0,0.01663451,0.01582747,30,24.75453,5.385241,5.219872,5.482826,5.324444,0.188515,0.2546486,0.2265062,0.4025848,0.3527044,1.750154,3.53346,1.877759,0.07785194,0.2559071,0.1566263,0.1515782,2,0.0,645.4,610.9364,10.01816,10.01674
1302.906,1933.998,1,0.0,0,0.0,0,0.0,0,0.0,0.01075131,0.01632034,30,24.20207,6.649925,5.17962,6.827042,5.293577,0.2672836,0.2306806,0.2930437,0.3472069,0.3847499,1.6231,2.03478,2.09343,0.0,0.2564225,0.211601,0.1726455,3,0.0,645.4001,610.9365,10.01816,10.01674
1635.375,1465.203,0,2.0,0,0.0,0,0.0,0,0.0,0.01374642,0.01181156,30,32.03587,6.045706,5.891021,6.18101,6.033702,0.2076685,0.3163974,0.2983587,0.5614607,0.4084977,1.459432,2.730244,1.4408,0.0,0.0,0.1927162,0.2052713,2,0.0,645.4003,610.9366,10.01816,10.01674
1851.418,1574.741,0,0.0,0,0.0,0,0.0,0,0.0,0.01511751,0.0135643,30,24.26913,5.539762,5.732068,5.695104,5.88468,0.2590644,0.293219,0.3048183,0.3897028,0.485405,1.521259,3.084123,1.691805,0.0,0.0,0.1899813,0.236402,3,2.0,645.4006,610.9367,10.01816,10.01674
1428.257,2057.415,1,0.0,0,0.0,0,0.0,0,0.0,0.01165207,0.01695859,30,26.98291,6.408467,4.719037,6.563664,4.83709,0.2245277,0.3071747,0.3044447,0.4226848,0.4320832,1.681049,2.269501,2.385557,0.0,0.1919858,0.2242729,0.191533,1,0.0,645.4008,610.9368,10.01816,10.01674
2160.515,1557.028,0,1.0,0,0.0,0,0.0,0,0.0,0.01754946,0.01224149,30,27.43133,5.141159,5.853494,5.257846,5.958076,0.1766487,0.2128724,0.2065733,0.2535472,0.3279749,1.653076,3.930347,1.680431,0.0,0.1012577,0.1190981,0.1578126,0,2.0,645.4009,610.937,10.01816,10.01674
2654.266,1291.431,1,0.0,0,0.0,0,0.0,0,0.0,0.02121681,0.01107897,30,28.74064,4.136735,6.520219,4.220777,6.640231,0.1779371,0.2122373,0.1960547,0.3159153,0.352424,1.437765,4.918761,1.245007,0.0,0.0,0.1525312,0.1659177,0,3.0,645.4011,610.937,10.01816,10.01674
2036.052,1322.839,0,1.0,0,0.0,0,0.0,0,0.0,0.01721381,0.01118558,30,25.13986,5.251319,6.528796,5.392054,6.669369,0.2410766,0.269373,0.252743,0.3426379,0.4046702,0.4589207,3.564662,2.045541,0.0,0.03700444,0.1632875,0.1942224,3,3.0,645.4014,610.9371,10.01816,10.01674
1892.824,2123.133,1,0.0,0,0.0,0,0.0,0,0.0,0.01610822,0.01763096,30,27.01408,5.478894,4.434964,5.611845,4.57223,0.212105,0.4089168,0.2779606,0.5805607,0.4468261,1.676697,3.276169,2.301998,0.0,0.2246718,0.1935833,0.2520001,0,0.0,645.4016,610.9373,10.01816,10.01674
2283.194,1845.698,0,0.0,0,0.0,0,0.0,0,0.0,0.01852251,0.01573207,30,28.27038,4.721268,5.033398,4.845463,5.188463,0.2309343,0.320044,0.2866761,0.467811,0.4415469,1.951445,4.024612,1.797646,0.0,0.07195701,0.1892567,0.2196994,0,1.0,645.4017,610.9374,10.01816,10.01674
2078.932,2268.927,0,0.0,0,0.0,0,0.0,0,0.0,0.01779221,0.01869413,30,30.75393,5.202326,4.07199,5.336767,4.167356,0.1984508,0.3401443,0.2481586,0.5496787,0.3654614,2.524946,3.688231,2.206529,0.0,0.04895029,0.1814171,0.1794719,0,0.0,645.4019,610.9374,10.01816,10.01674
1923.244,2071.942,0,0.0,0,0.0,0,0.0,0,0.0,0.0167389,0.01702263,30,27.0451,5.387858,4.508306,5.531199,4.619048,0.2434857,0.3173318,0.3332124,0.4632645,0.5066775,1.876338,3.223431,2.572949,0.0,0.0,0.180489,0.1681462,6,0.0,645.4021,610.9376,10.01816,10.01674
2209.184,1591.968,1,2.0,0,0.0,0,0.0,0,0.0,0.01782312,0.01277563,30,27.08524,4.609938,5.851341,4.802861,5.988634,0.293128,0.2738222,0.4070286,0.3733108,0.6003261,1.089846,3.674736,1.802855,0.0,0.2957792,0.2404063,0.1928143,5,2.0,645.4023,610.9377,10.01816,10.01674
2255.224,2304.147,0,1.0,0,0.0,0,0.0,0,0.0,0.01960887,0.01794848,30,27.94525,4.937656,3.984563,5.033289,4.119608,0.1721367,0.2658505,0.2060716,0.4417577,0.3339716,2.436069,4.119696,2.459013,0.0,0.1006538,0.153324,0.1941232,1,0.0,645.4025,610.9377,10.01816,10.01674
2438.953,2104.588,0,0.0,0,0.0,0,0.0,0,0.0,0.01915112,0.01701159,30,30.67882,4.583699,4.631289,4.677307,4.762293,0.159815,0.2661688,0.2374896,0.6245379,0.2820273,1.328943,4.508438,2.711967,0.0,0.132406,0.1534126,0.1907677,0,3.0,645.4027,610.9379,10.01816,10.01674
2286.84,1749.484,2,0.0,0,0.0,0,0.0,0,0.0,0.01875031,0.01385748,30,24.60216,4.773704,5.284729,4.894635,5.38442,0.2211837,0.2055679,0.2767141,0.308074,0.4192824,3.030291,4.062616,0.9511528,0.0,0.0,0.1440551,0.1375643,1,0.0,645.4029,610.938,10.01816,10.01674
2498.915,2485.627,1,1.0,0,0.0,0,0.0,0,0.0,0.02095245,0.021086,30,30.62182,4.362142,3.765328,4.478642,3.932502,0.202685,0.2522819,0.2453242,0.4272929,0.4001484,1.58828,4.524302,3.377778,0.0,0.2417301,0.1673882,0.1972148,0,1.0,645.4031,610.9381,10.01816,10.01674
1837.128,1595.994,0,0.0,0,0.0,0,0.0,0,0.0,0.01532282,0.01320123,30,30.24648,5.739974,5.90699,5.855339,6.029431,0.1770357,0.242379,0.2480211,0.3188122,0.353651,0.7862,3.227554,2.218235,0.0,0.2424141,0.1568991,0.1795954,0,0.0,645.4033,610.9382,10.01816,10.01674
1830.112,1670.394,0,1.0,0,0.0,0,0.0,0,0.0,0.01462823,0.01407431,30,25.30847,5.814579,5.766737,5.917481,5.888486,0.1564265,0.2490596,0.2358623,0.3456117,0.3070381,1.213611,3.268358,1.491272,0.0,0.6400273,0.1333309,0.1890051,0,1.0,645.4035,610.9383,10.01816,10.01674
2038.837,1665.522,0,0.0,0,0.0,0,0.0,0,0.0,0.01759846,0.0139086,30,26.77251,5.291184,5.469125,5.400434,5.639786,0.171062,0.3506441,0.2474478,0.5310392,0.3586281,1.290442,3.612948,1.782687,0.057124,0.1627882,0.1708452,0.2596792,0,1.0,645.4037,610.9384,10.01816,10.01674
1790.127,1562.194,0,0.0,0,0.0,0,0.0,0,0.0,0.01553063,0.01262209,30,23.86137,5.786829,5.831766,5.888324,5.975802,0.1938381,0.251856,0.257863,0.3603452,0.3839331,1.504728,3.103855,1.728506,0.0,0.0,0.1906859,0.1958255,1,0.0,645.4039,610.9385,10.01816,10.01674
2203.957,2824.318,0,0.0,0,0.0,0,0.0,0,0.0,0.01840443,0.02326275,30,30.04148,4.984444,3.360546,5.079478,3.444261,0.191305,0.2181077,0.2444322,0.3456574,0.3536981,1.645927,3.965004,4.139647,0.0,0.1049348,0.1845737,0.1185433,0,0.0,645.4043,610.9386,10.01816,10.01674
1890.176,1933.063,2,0.0,0,0.0,0,0.0,0,0.0,0.01511624,0.01491864,30,31.47109,5.495378,5.052555,5.614036,5.123936,0.2384142,0.1869618,0.3162043,0.4217881,0.5071842,2.107791,3.179157,1.881174,0.0,0.175205,0.1634949,0.1202113,0,0.0,645.4045,610.9387,10.01816,10.01674
2639.791,1858.981,0,0.0,0,0.0,0,0.0,0,0.0,0.02162399,0.01609608,30,28.95861,4.11369,5.135747,4.213971,5.233183,0.1901537,0.3361247,0.2390095,0.4822577,0.3772653,1.398107,4.816069,2.240098,0.0,0.1469893,0.1820197,0.1803067,1,1.0,645.4047,610.9388,10.01816,10.01674
2389.179,1517.441,0,0.0,0,0.0,0,0.0,0,0.0,0.02079918,0.01236028,30,30.04525,4.728663,5.981989,4.819026,6.132878,0.1438976,0.2875784,0.2235307,0.3636866,0.311555,0.7203343,4.409788,1.972398,0.0,0.318498,0.1106923,0.2216828,0,1.0,645.4049,610.939,10.01816,10.01674
2055.327,1713.256,1,1.0,0,0.0,0,0.0,0,0.0,0.01777419,0.01456955,30,25.37506,5.175792,5.488649,5.33464,5.622884,0.2448951,0.2924708,0.2754576,0.5311987,0.3981726,1.07897,3.577081,1.925138,0.0,0.3613219,0.1882518,0.2050775,3,0.0,645.4051,610.939,10.01816,10.01674
1773.749,1670.851,1,1.0,0,0.0,0,0.0,0,0.0,0.01431159,0.01373619,30,25.53492,5.848798,5.687744,5.981484,5.794242,0.180817,0.2339737,0.2536553,0.344061,0.3298878,1.050412,3.099928,2.145387,0.0,0.2736575,0.1727159,0.1753394,1,0.0,645.4053,610.9391,10.01816,10.01674
3002.371,1035.192,0,1.0,0,0.0,0,0.0,0,0.0,0.02558319,0.008257457,30,25.11943,3.426478,7.076151,3.538,7.221139,0.1569777,0.2494969,0.2266828,0.3383051,0.3465244,0.6956206,5.615094,1.280963,0.0,0.02736271,0.1352098,0.2041631,2,0.0,645.4055,610.9393,10.01816,10.01674
2183.997,2652.991,0,1.0,0,0.0,0,0.0,0,0.0,0.0180215,0.02165666,30,27.90595,5.197155,3.353992,5.289812,3.484647,0.150553,0.3040574,0.1511756,0.4382486,0.2415477,1.35878,4.073325,4.194152,0.0,0.0,0.1120745,0.2371986,1,0.0,645.4057,610.9394,10.01816,10.01674
1742.96,1761.077,0,1.0,0,0.0,0,0.0,0,0.0,0.0138803,0.01412542,30,27.15068,5.678495,5.421662,5.856833,5.559328,0.2964106,0.2819484,0.3266767,0.3965807,0.5077673,0.861724,2.813204,2.606467,0.0,0.09279525,0.2176002,0.2182237,0,0.0,645.4059,610.9395,10.01816,10.01674
2263.559,2312.767,1,0.0,0,0.0,0,0.0,0,0.0,0.0187164,0.01889304,30,27.85531,4.818663,4.193553,4.9633,4.325755,0.2055915,0.2988805,0.252573,0.4410093,0.4093884,0.8566504,4.039244,3.537513,0.0,0.3534971,0.148393,0.2037731,0,0.0,645.4061,610.9396,10.01816,10.01674
2127.458,2004.29,0,0.0,0,0.0,0,0.0,0,0.0,0.01867291,0.01556013,30,27.6765,5.1218,4.859212,5.223186,5.013349,0.1793631,0.296616,0.2564085,0.3852344,0.3594981,1.087705,3.780797,2.659614,0.05987512,0.3397496,0.1593631,0.2348019,1,1.0,645.4065,610.9397,10.01816,10.01674
2498.421,1629.229,1,1.0,0,0.0,0,0.0,0,0.0,0.02100457,0.01319132,30,27.37263,4.48374,5.732973,4.573531,5.860805,0.1686001,0.2884623,0.1964753,0.4275948,0.347217,0.8984266,4.613263,1.995019,0.0,0.3462462,0.1194025,0.200506,0,1.0,645.4067,610.9398,10.01816,10.01674
2110.514,1762.697,0,1.0,0,0.0,0,0.0,0,0.0,0.01801316,0.0144456,30,26.07823,5.079453,5.557822,5.211387,5.676873,0.208016,0.2633263,0.305626,0.4203924,0.4417148,0.7603859,3.654915,2.698463,0.0,0.01734484,0.1968284,0.1802961,1,2.0,645.4069,610.9399,10.01816,10.01674
2587.202,1471.624,0,1.0,0,0.0,0,0.0,0,0.0,0.02061769,0.01228536,30,26.75641,4.315482,6.043975,4.408322,6.19473,0.1414102,0.2922587,0.2155557,0.4043854,0.3081364,1.294315,4.814102,1.369359,0.0,0.2425457,0.1309639,0.2194626,0,2.0,645.4071,610.9401,10.01816,10.01674
2263.327,2007.485,0,1.0,0,0.0,0,0.0,0,0.0,0.01981808,0.01722522,30,25.06425,4.939378,4.519516,5.019266,4.698049,0.1545791,0.3443252,0.2273498,0.7096965,0.3349669,1.658459,4.129367,2.243044,0.0,0.09335159,0.1529582,0.2701382,0,0.0,645.4073,610.9402,10.01816,10.01674
1749.006,1714.876,0,0.0,0,0.0,0,0.0,0,0.0,0.01408741,0.01454032,30,27.56211,5.764575,5.472756,5.901104,5.587189,0.2422334,0.2108919,0.3187195,0.3447224,0.4779591,1.543032,2.881966,2.105874,0.0,0.05601897,0.1965138,0.1693303,2,0.0,645.4075,610.9402,10.01816,10.01674
2318.387,1344.109,0,1.0,0,0.0,0,0.0,0,0.0,0.019009,0.01092143,30,27.64309,4.734469,6.255847,4.820277,6.385851,0.1972779,0.2554546,0.3058884,0.3968281,0.4558536,1.624899,4.10197,1.162311,0.0,0.002382317,0.1372241,0.1893357,0,0.0,645.4077,610.9404,10.01816,10.01674
2360.841,2059.605,0,0.0,0,0.0,0,0.0,0,0.0,0.01879636,0.01589926,30,27.79242,4.647382,4.718451,4.755517,4.8482,0.2142026,0.2466999,0.2356814,0.3520907,0.3878592,2.137207,4.256178,2.234401,0.0,0.0,0.1690465,0.1984696,1,0.0,645.4079,610.9405,10.01816,10.01674
1791.043,1538.702,2,0.0,0,0.0,0,0.0,0,0.0,0.01542714,0.01203555,30,29.37263,5.751602,5.942997,5.891329,6.053391,0.2078194,0.2140714,0.2836599,0.3093392,0.4341566,1.200035,3.056291,2.093143,0.0,0.0,0.1452399,0.1470887,2,1.0,645.4081,610.9406,10.01816,10.01674
2093.213,1837.729,0,0.0,0,0.0,0,0.0,0,0.0,0.01765477,0.01560857,30,29.26936,5.123932,5.386652,5.243614,5.478111,0.210551,0.2105868,0.2647099,0.3186352,0.4041032,1.07732,3.679935,2.727776,0.0,0.05891354,0.2155721,0.1457279,0,0.0,645.4083,610.9407,10.01816,10.01674
2522.847,2164.743,1,0.0,0,0.0,0,0.0,0,0.0,0.02087365,0.01767348,30,25.24001,4.345351,4.495267,4.444999,4.621729,0.1945508,0.3014472,0.2137702,0.4236832,0.3306075,1.444385,4.618989,2.675737,0.05661481,0.3711149,0.1589599,0.178975,0,3.0,645.4085,610.9408,10.01816,10.01674
1910.379,2562.899,0,0.0,0,0.0,0,0.0,0,0.0,0.0155005,0.02011142,30,30.09009,5.513185,3.286902,5.63176,3.4035,0.2037733,0.2444917,0.2932507,0.4676172,0.4767915,2.539316,3.247837,3.179393,0.0,0.01243718,0.165075,0.17032,1,0.0,645.4088,610.9409,10.01816,10.01674
2615.354,2120.812,0,0.0,0,0.0,0,0.0,0,0.0,0.02160901,0.01745537,30,26.73229,4.204977,4.570135,4.320251,4.669215,0.1638764,0.1889266,0.2267166,0.301418,0.3342464,2.309925,4.835487,2.029826,0.0,0.3696396,0.1379071,0.1481253,0,0.0,645.4089,610.941,10.01816,10.01674
2366.66,1754.453,1,0.0,0,0.0,0,0.0,0,0.0,0.01991476,0.01507955,30,28.22472,4.620582,5.231076,4.719967,5.39912,0.1923685,0.3534236,0.2628279,0.4612067,0.4171076,1.585397,4.248711,1.774329,0.0,0.1582144,0.1775063,0.285378,0,0.0,645.4091,610.9412,10.01816,10.01674
1571.148,2584.162,0,1.0,0,0.0,0,0.0,0,0.0,0.01332276,0.02135851,30,29.5839,6.185832,3.308666,6.307531,3.457682,0.2088549,0.3004406,0.3084577,0.4584483,0.3888334,2.557448,2.605738,3.025036,0.0,0.0,0.1990807,0.2180248,0,0.0,645.4093,610.9412,10.01816,10.01674
