baseline_Distance Travelled,model_Distance Travelled,baseline_No. Of Stops Passed Through,model_No. Of Stops Passed Through,baseline_Non-Collision Destroyed,model_Non-Collision Destroyed,baseline_Non-Vehicle Collision Count,model_Non-Vehicle Collision Count,baseline_Serious Collision Count,model_Serious Collision Count,baseline_Speed,model_Speed,baseline_Speed Limit,model_Speed Limit,baseline_Time Stopped,model_Time Stopped,baseline_Time in speed0-5mph,model_Time in speed0-5mph,baseline_Time in speed10-15mph,model_Time in speed10-15mph,baseline_Time in speed15-20mph,model_Time in speed15-20mph,baseline_Time in speed20-25mph,model_Time in speed20-25mph,baseline_Time in speed25-30mph,model_Time in speed25-30mph,baseline_Time in speed30-35mph,model_Time in speed30-35mph,baseline_Time in speed5-10mph,model_Time in speed5-10mph,baseline_Vehicle-Vehicle Collision Count,model_Vehicle-Vehicle Collision Count,baseline_realtimeSinceStartup,model_realtimeSinceStartup,baseline_totalTimeinminsoFar,model_totalTimeinminsoFar
2360.97,142.8325,0,0.0,0,1.0,0,0.0,0,0.0,0.02043272,0.00454231,30,30.2947,4.632685,1.778366,4.740692,1.806144,0.216518,0.04444444,0.2706383,0.07222222,0.4171252,0.2666666,4.221332,0.01666667,0.0,0.0,0.1521644,0.03333334,1,0.0,666.6973,181.0341,10.01814,2.243666
1492.127,137.1708,1,0.0,0,0.0,0,0.0,0,1.0,0.01166106,0.004350161,30,26.59989,6.322505,1.733921,6.435234,1.783922,0.2160589,0.1,0.3373407,0.1055556,0.5131961,0.1944444,2.326596,0.0,0.0,0.0,0.1900539,0.0611111,2,1.0,666.6975,181.2467,10.01814,2.246999
2471.253,183.61,0,0.0,0,1.0,0,0.0,0,0.0,0.02068767,0.00582314,30,27.0333,4.493324,1.72281,4.606247,1.739477,0.1643309,0.03333334,0.2114136,0.05555555,0.3557896,0.2944444,4.539066,0.08333334,0.0,0.0,0.1416248,0.03888889,0,0.0,666.6978,181.3997,10.01814,2.249332
2420.458,437.5968,0,0.0,0,1.0,0,0.0,0,0.0,0.02103961,0.01378248,30,22.90662,4.499326,1.028361,4.642317,1.050583,0.2071279,0.03333334,0.2500308,0.05555555,0.3899844,1.099999,4.370189,0.005555556,0.0,0.0,0.1588198,0.02222222,1,0.0,666.698,182.6662,10.01814,2.267999
2429.926,131.1489,2,0.0,0,1.0,0,0.0,0,0.0,0.02054998,0.004077188,30,31.21614,4.152392,1.900589,4.371832,1.928367,0.2856565,0.04444444,0.3971972,0.06666666,0.5489511,0.07222222,4.138886,0.1166667,0.004027815,0.02777778,0.2719288,0.04444444,4,0.0,666.6982,185.5499,10.01814,2.305332
1733.47,224.2883,0,0.0,0,1.0,0,0.0,0,0.0,0.01337793,0.006937133,30,26.53753,5.88901,1.700588,5.999347,1.72281,0.1733513,0.05,0.2994534,0.07222222,0.3814188,0.1277778,2.933492,0.2999999,0.0,0.0,0.2314261,0.03888889,3,0.0,666.6984,186.1131,10.01814,2.313333
2067.906,197.5361,0,0.0,0,1.0,0,0.0,0,0.0,0.01679212,0.005986211,30,29.52526,5.107913,1.81712,5.243689,1.839343,0.2571754,0.03888889,0.2891696,0.05555555,0.4814325,0.261111,3.536387,0.1333334,0.0,0.01666667,0.2106308,0.01666667,1,0.0,666.6987,189.4123,10.01814,2.361666
1070.871,155.9734,2,0.0,0,1.0,0,0.0,0,0.0,0.008537546,0.004606903,30,29.63884,7.029126,1.90601,7.216922,1.961566,0.3221789,0.07777777,0.3196155,0.08333334,0.4639665,0.15,1.469364,0.1111111,0.0,0.0,0.2264383,0.05,2,0.0,666.6992,194.3757,10.01814,2.438666
1764.458,335.9453,0,0.0,0,1.0,0,0.0,0,0.0,0.0153354,0.00988153,30,28.14254,5.717389,1.589341,5.886299,1.600452,0.2204377,0.02222222,0.2620814,0.05555555,0.4452831,0.2777777,2.97725,0.4500002,0.0,0.0,0.2271245,0.03333334,1,0.0,666.6994,194.6459,10.01814,2.442666
1765.26,262.2996,0,0.0,0,1.0,0,0.0,0,0.0,0.01460327,0.007567262,30,25.82625,5.743137,1.661511,5.864778,1.705956,0.2545336,0.07777777,0.2851204,0.2277777,0.4502155,0.3388889,2.969101,0.1,0.0,0.0,0.1947308,0.03888889,0,0.0,666.6996,197.9343,10.01814,2.494332
1950.327,272.0256,0,0.0,0,0.0,0,2.0,0,1.0,0.01658371,0.007600427,30,31.08386,5.404336,1.800255,5.543938,1.844699,0.2076473,0.04444444,0.2815238,0.1,0.4166092,0.1388889,3.391734,0.3555503,0.0,0.01111111,0.1770265,0.08888889,4,1.0,666.6999,205.9107,10.01814,2.586666
1813.144,93.97581,0,0.0,0,0.0,0,0.0,0,1.0,0.01572951,0.002608709,30,30.63904,5.575229,2.305805,5.734704,2.344693,0.283329,0.02777778,0.3315925,0.02777778,0.4235654,0.04444444,3.015195,0.1222222,0.0,0.0,0.2301017,0.02222222,4,2.0,666.7001,206.3067,10.01814,2.591999
1503.366,247.1457,1,0.0,0,1.0,0,0.0,0,0.0,0.0127171,0.006771176,30,25.14654,6.316724,1.905806,6.433228,1.939139,0.2373618,0.1055556,0.3005968,0.08888889,0.4778337,0.1888888,2.40594,0.2222221,0.0,0.03333334,0.1635251,0.05555555,5,0.0,666.7004,209.5575,10.01814,2.635333
1950.349,124.3206,0,1.0,0,1.0,0,0.0,0,0.0,0.0172441,0.003398274,30,25.20228,5.646718,2.161362,5.740502,2.244694,0.1411412,0.09444445,0.1721617,0.1166667,0.2671275,0.08888889,3.576001,0.05555555,0.0,0.0,0.1215424,0.06666666,0,7.0,666.7006,211.7159,10.01814,2.667332
2220.298,76.6887,0,0.0,0,1.0,0,0.0,0,0.0,0.01923259,0.002074818,30,34.20789,4.934705,2.394693,5.0465,2.416915,0.1899147,0.04444444,0.2235883,0.03888889,0.3636755,0.1055556,3.999202,0.02222222,0.04915191,0.0,0.1464369,0.03888889,6,0.0,666.7009,211.7556,10.01814,2.667999
2126.314,198.5476,0,0.0,0,1.0,0,0.0,0,0.0,0.01737671,0.005372668,30,29.63899,5.019068,2.066918,5.148268,2.094696,0.2486841,0.05555555,0.2836585,0.06666666,0.4700864,0.3722223,3.676875,0.02222222,0.0,0.0,0.1909076,0.05555555,0,0.0,666.701,211.9048,10.01814,2.669999
1977.691,190.1434,0,0.0,0,0.0,0,0.0,0,1.0,0.01682732,0.005053578,30,23.99763,5.321269,2.066821,5.448685,2.116821,0.2265193,0.1111111,0.2836579,0.1,0.465105,0.2055555,3.36283,0.1055556,0.06043662,0.0,0.1712532,0.08888889,6,2.0,666.7013,215.9718,10.01814,2.732666
2714.308,275.1412,3,0.0,0,1.0,0,0.0,0,0.0,0.02325252,0.007271243,30,23.0635,3.92588,1.944598,4.048261,1.96682,0.1922357,0.05,0.2525011,0.1166667,0.3766245,0.35,4.973413,0.2166666,0.0,0.0,0.1754423,0.03888889,0,0.0,666.7015,216.4279,10.01814,2.739666
2007.847,245.0028,0,0.0,0,0.0,0,0.0,0,1.0,0.01687671,0.006402017,30,25.41493,5.172781,1.938513,5.318177,2.016292,0.2612377,0.1111111,0.3659346,0.1444445,0.5939997,0.2222221,3.303641,0.1333334,0.0,0.03333334,0.1754933,0.1111111,2,1.0,666.7018,218.6862,10.01814,2.775666
2887.567,248.6037,0,0.0,0,1.0,0,0.0,0,0.0,0.0243946,0.006452326,30,26.9957,3.632952,2.038514,3.732081,2.066292,0.1906155,0.07222222,0.2044927,0.1055556,0.3889191,0.4333335,5.349042,0.0611111,0.0,0.0,0.1533312,0.05555555,1,0.0,666.702,220.1486,10.01814,2.797666
2278.573,337.1275,0,0.0,0,0.0,0,0.0,0,1.0,0.01983237,0.008656207,30,27.48918,4.796369,1.971354,4.915603,1.999132,0.2221919,0.04444444,0.2470839,0.05,0.4078627,0.1388889,4.064408,0.5666616,0.0,0.0,0.1613297,0.02777778,0,1.0,666.7023,222.2066,10.01814,2.830999
1801.459,172.2672,0,0.0,0,1.0,0,0.0,0,0.0,0.01449724,0.004361362,30,28.21119,5.545222,2.343084,5.694927,2.376417,0.283725,0.07777777,0.3462565,0.08888889,0.5540664,0.1,2.918065,0.1888888,0.0,0.0,0.2214342,0.03888889,1,0.0,666.7025,225.0035,10.01814,2.875332
2025.502,63.52436,0,0.0,0,1.0,0,0.0,0,0.0,0.0153619,0.001594672,30,25.64404,5.3369,2.615022,5.455835,2.648355,0.1871798,0.05555021,0.2513443,0.05555555,0.3882073,0.0611111,3.578908,0.005555556,0.0,0.0,0.1570112,0.07222222,1,2.0,666.7028,226.739,10.01814,2.902666
1698.422,442.6729,0,0.0,0,1.0,0,0.0,0,0.0,0.01439377,0.01108602,30,28.28785,5.770704,1.687247,5.955185,1.703914,0.2991373,0.03333334,0.3369587,0.05,0.5378913,0.9999933,2.693108,0.08888889,0.0,0.0,0.1961967,0.02777778,2,0.0,666.7029,227.0435,10.01814,2.906999
1793.363,420.9266,0,0.0,0,1.0,0,0.0,0,0.0,0.01543458,0.01029411,30,30.9642,5.908971,1.814448,5.993459,1.853338,0.1547413,0.06666666,0.1979506,0.1555555,0.2664744,0.3111057,3.21368,0.4444447,0.05334216,0.07222222,0.1388265,0.07222222,0,0.0,666.7032,231.4365,10.01814,2.976665
2261.876,126.1479,0,0.0,0,1.0,0,0.0,0,0.0,0.01920798,0.003014648,30,28.2982,4.943181,2.6359,5.042109,2.685899,0.1806498,0.07777777,0.2083666,0.07777777,0.3154933,0.1611111,4.143573,0.03888889,0.0,0.0,0.1282869,0.03888889,0,4.0,666.7034,238.4156,10.01814,3.083665
2938.876,48.98264,1,0.0,0,1.0,0,0.0,0,0.0,0.02469455,0.001129841,30,28.06471,3.582502,2.974784,3.672953,2.997006,0.1715639,0.04444444,0.2071106,0.03888889,0.3530073,0.03333334,5.483544,0.02222222,0.0,0.0,0.1302993,0.03888889,1,0.0,666.7037,245.0509,10.01814,3.179332
1948.143,398.2035,0,0.0,0,0.0,0,0.0,0,1.0,0.01724677,0.008992813,30,27.64505,5.661062,2.047228,5.747012,2.10834,0.1442067,0.1222222,0.1648963,0.1610343,0.2633548,0.6109764,3.586833,0.1222222,0.0,0.02777778,0.1121735,0.09444445,0,2.0,666.7039,249.9874,10.01814,3.246999
2712.523,15.38869,0,0.0,0,1.0,0,0.0,0,0.0,0.02271357,0.000335541,30,27.27206,3.762582,3.228533,3.862964,3.2452,0.2723728,0.01111111,0.3529826,0.02777778,0.5753156,0.005555556,4.743743,0.0,0.0,0.0,0.2110991,0.01111111,0,1.0,666.7042,253.3295,10.01814,3.301666
2239.911,256.5186,1,0.0,0,1.0,0,0.0,0,0.0,0.01932453,0.005538268,30,29.85986,4.902999,2.637538,5.006957,2.681982,0.1875966,0.07222222,0.2462639,0.1,0.4158264,0.2388888,4.015725,0.261111,0.0,0.0,0.1461053,0.05,1,0.0,666.7043,259.7841,10.01814,3.406666
2255.752,324.2331,0,0.0,0,0.0,0,0.0,0,1.0,0.01931151,0.00673022,30,26.19568,4.854489,2.604797,4.975525,2.671275,0.2070293,0.09970918,0.2213849,0.1053843,0.3623175,0.2196285,4.070735,0.3774554,0.0,0.0,0.1814753,0.09444445,1,2.0,666.7047,269.8069,10.01814,3.567665
2464.771,394.984,0,0.0,0,0.0,0,0.0,0,1.0,0.02112396,0.008163823,30,29.82014,4.525,2.431913,4.632787,2.487208,0.1743177,0.09416626,0.2162407,0.1497175,0.3398036,0.3941001,4.528288,0.3540972,0.0,0.0,0.1270308,0.09960777,0,3.0,666.7048,270.7033,10.01814,3.581999
2610.156,414.4599,2,0.0,0,0.0,0,0.0,0,1.0,0.02221966,0.008447657,30,24.37705,4.241391,2.15185,4.362669,2.295642,0.1720771,0.2,0.2226341,0.3554788,0.3086863,0.5275463,4.846972,0.09444445,0.0,0.0,0.1054386,0.1550765,0,3.0,666.7051,274.106,10.01814,3.632999
2459.275,108.2533,0,1.0,0,1.0,0,0.0,0,0.0,0.02029949,0.002108384,30,24.55676,4.544424,3.404321,4.643419,3.44321,0.1637031,0.07169373,0.2206349,0.07222222,0.3251939,0.1055556,4.528531,0.05,0.0,0.0,0.1369925,0.06666131,0,1.0,666.7056,285.7414,10.01814,3.812665
2594.729,135.6181,0,0.0,0,1.0,0,0.0,0,0.0,0.02151513,0.002596182,30,29.13495,4.211148,3.302694,4.322432,3.380233,0.1767708,0.1275745,0.2392937,0.1611111,0.3324253,0.1327648,4.774986,0.0,0.0,0.0,0.1725741,0.08307317,0,1.0,666.7058,290.3036,10.01814,3.887332
1699.805,156.6168,0,0.0,0,1.0,0,0.0,0,0.0,0.0137094,0.002954156,30,25.22843,5.905449,3.396068,6.025714,3.440399,0.2170574,0.08324493,0.2650444,0.0611111,0.5170578,0.1222222,2.802913,0.1277778,0.0,0.0,0.1906957,0.09444445,11,1.0,666.7061,292.9664,10.01814,3.928874
2969.289,382.8279,0,2.0,0,1.0,0,0.0,0,0.0,0.0244702,0.007212694,30,24.90632,3.292453,2.873895,3.433826,2.92945,0.247336,0.1055555,0.2769782,0.1165546,0.5006484,0.1999116,5.381025,0.5111114,0.0,0.01111111,0.1786628,0.06662364,0,0.0,666.7063,293.732,10.01814,3.940332
2884.429,556.6677,0,0.0,0,0.0,0,0.0,0,1.0,0.02415537,0.01012284,30,28.60278,3.782848,2.609092,3.863043,2.675035,0.1276988,0.110669,0.1661871,0.132615,0.2640634,0.5416216,5.482472,0.3109068,0.0,0.2222221,0.1150081,0.1163033,0,2.0,666.7065,304.1631,10.01814,4.109332
2236.098,555.5486,0,0.0,0,0.0,0,0.0,0,1.0,0.01887453,0.01001759,30,27.66282,4.992934,2.706413,5.096382,2.767213,0.1621245,0.06106059,0.2009471,0.08332799,0.3328038,0.1827831,4.069718,0.9820881,0.0,0.005555556,0.1565024,0.06616756,0,3.0,666.7067,306.7217,10.01814,4.147998
2035.646,567.4385,1,0.0,0,0.0,0,0.0,0,1.0,0.01765861,0.01023694,30,26.5549,5.286382,2.571421,5.407859,2.620853,0.1819321,0.1607262,0.26769,0.2039169,0.3738137,0.5298821,3.583873,0.3553514,0.04860296,0.1666667,0.1547067,0.1108033,0,3.0,666.707,306.9374,10.01814,4.151665
1660.997,763.6207,0,0.0,0,1.0,0,0.0,0,0.0,0.0131612,0.01364007,30,31.43068,5.994749,2.18767,6.130475,2.232115,0.2201474,0.1496666,0.2994652,0.2333333,0.3806895,0.3833334,2.803664,1.087914,0.0,0.0,0.184035,0.08888889,1,0.0,666.7072,308.3663,10.01814,4.174917
1476.814,395.7153,0,0.0,0,0.0,0,0.0,0,1.0,0.01192966,0.007055413,30,30.67418,6.415432,3.00385,6.54407,3.087183,0.2150284,0.1165546,0.2586832,0.1827317,0.3664976,0.3266399,2.474805,0.3844695,0.0,0.0,0.1593983,0.1107062,0,3.0,666.7075,310.7953,10.01814,4.212665
1538.602,440.7368,0,0.0,0,0.0,0,0.0,0,1.0,0.01224856,0.00781609,30,26.27948,6.262663,2.932403,6.40283,3.009955,0.2205205,0.09411111,0.2507207,0.09962329,0.4096905,0.6052924,2.551721,0.3166613,0.0,0.0,0.1830075,0.08819959,1,6.0,666.7077,311.0262,10.01814,4.216332
1913.952,614.7267,0,0.0,0,1.0,0,0.0,0,0.0,0.01640166,0.01075592,30,31.78573,5.309783,2.591473,5.455541,2.630219,0.2845158,0.1222222,0.3681822,0.2,0.5754305,0.377537,3.107928,0.8087299,0.0,0.01666667,0.2268858,0.116343,3,0.0,666.7079,314.5205,10.01814,4.273332
2107.154,489.5858,0,0.0,0,0.0,0,0.0,0,1.0,0.0172573,0.008497016,30,26.00607,5.079504,2.746025,5.231854,2.807135,0.2349845,0.1159821,0.2526223,0.226593,0.4439668,1.049235,3.683208,0.0,0.0,0.0,0.17185,0.1111111,0,1.0,666.7082,317.351,10.01814,4.314665
2602.431,331.3036,1,0.0,0,1.0,0,0.0,0,0.0,0.02105366,0.005704139,30,30.91243,3.970297,3.276365,4.096732,3.348586,0.2176721,0.126887,0.2893888,0.1938255,0.5949452,0.4163374,4.497791,0.1774793,0.1361317,0.0,0.185815,0.08807708,1,0.0,666.7084,319.5465,10.01814,4.351332
2052.832,713.7734,0,0.0,0,0.0,0,0.0,0,1.0,0.01717778,0.01219484,30,27.652,5.144711,2.522036,5.276787,2.560884,0.2422481,0.07664319,0.3095675,0.08808602,0.4939676,0.576178,3.50007,0.9696662,0.0,0.03333334,0.1958329,0.07713781,1,2.0,666.7086,321.4841,10.01814,4.382665
2333.62,791.3041,0,1.0,0,0.0,0,0.0,0,1.0,0.01940717,0.01351245,30,26.25541,4.735052,2.308944,4.886459,2.358476,0.1795885,0.09906356,0.2064098,0.1435218,0.3153201,0.6718374,4.270552,1.053679,0.0,0.0,0.1601458,0.0553502,1,2.0,666.7089,321.4846,10.01814,4.382665
2116.556,440.2813,1,0.0,0,0.0,0,0.0,0,1.0,0.01718994,0.007334284,30,28.68999,5.103695,3.243446,5.258369,3.304438,0.2101365,0.1105798,0.2595305,0.1717231,0.3689944,0.2711321,3.734207,0.5584698,0.0,0.0,0.1872323,0.08869281,1,7.0,666.7091,329.1351,10.01814,4.507665
2928.259,295.4028,0,0.0,0,1.0,0,0.0,0,0.0,0.02598132,0.004825534,30,27.01306,3.69055,3.722474,3.763616,3.783381,0.1477625,0.1107841,0.1649592,0.1158538,0.2493266,0.1597343,5.569395,0.2222221,0.0,0.1166667,0.1234244,0.08302341,0,0.0,666.7094,334.3943,10.01814,4.592665
2780.494,307.5806,1,0.0,0,1.0,0,0.0,0,0.0,0.02316229,0.00498164,30,27.23877,3.889522,3.659462,3.98754,3.720572,0.1667477,0.09957456,0.2072226,0.1994219,0.3423201,0.2772883,5.177206,0.2333333,0.0,0.0,0.1374574,0.1050054,0,2.0,666.7096,337.1191,10.01814,4.636665
2478.451,679.3064,1,0.0,0,0.0,0,0.0,0,1.0,0.02062056,0.01066621,30,26.68465,4.414914,3.007763,4.522374,3.079891,0.1748819,0.1380256,0.267977,0.1772437,0.3965212,0.4702098,4.484467,0.6145459,0.0,0.2333333,0.1722621,0.08840416,2,1.0,666.7098,347.1403,10.01814,4.803331
1996.695,630.2864,0,1.0,0,0.0,1,0.0,0,1.0,0.01593873,0.01002355,30,27.03968,5.416054,3.002335,5.542496,3.067537,0.2091506,0.1311904,0.2181081,0.2211758,0.3299014,0.5027069,3.560802,0.7462543,0.0,0.0,0.1580233,0.1473538,2,1.0,666.7101,348.1421,10.01814,4.819332
1916.887,477.2682,0,0.0,0,0.0,0,0.0,0,1.0,0.01546586,0.007409547,30,26.34882,5.436947,3.274577,5.589322,3.388114,0.2460307,0.2052305,0.2971243,0.2864577,0.4610191,0.3832363,3.258149,0.3944392,0.0,0.0,0.1668373,0.18037,1,2.0,666.7103,349.5501,10.01814,4.840665
1613.572,114.3755,1,1.0,0,1.0,0,0.0,0,0.0,0.0138036,0.001775123,30,26.03354,6.163953,4.401189,6.26299,4.444849,0.194702,0.08802339,0.2737609,0.1105136,0.3913049,0.15,2.735739,0.0,0.0,0.0,0.159975,0.06053773,0,0.0,666.7105,350.5093,10.01814,4.856331
2424.627,137.4585,0,0.0,0,0.0,0,0.0,0,1.0,0.02018539,0.002072935,30,29.66014,4.606793,4.545036,4.708602,4.614101,0.1703452,0.03333334,0.2301794,0.03888889,0.3274317,0.08333334,4.442881,0.1833333,0.0,0.0,0.1390441,0.01666667,0,3.0,666.7108,357.4041,10.01814,4.970331
1196.201,66.34425,0,0.0,0,0.0,7,0.0,0,1.0,0.01024654,0.0010029,30,24.32234,6.960203,4.705375,7.106599,4.764101,0.2039105,0.03888889,0.302677,0.04444444,0.3820267,0.1,1.851932,0.0,0.0,0.0,0.171334,0.02222222,0,1.0,666.7111,357.4045,10.01814,4.970331
2162.05,313.8344,0,0.0,0,1.0,0,0.0,0,0.0,0.01872675,0.004730831,30,28.25404,5.174921,3.996438,5.263614,4.046437,0.1661641,0.06666665,0.2000935,0.1109106,0.3051017,0.6000001,3.948792,0.07222222,0.0,0.01111111,0.1347022,0.06662364,0,2.0,666.7112,357.7503,10.01814,4.975998
2444.034,419.4201,0,0.0,0,1.0,0,0.0,0,0.0,0.02072808,0.00621981,30,29.107,4.583633,3.772347,4.668111,3.822282,0.1610344,0.177706,0.217899,0.1885289,0.3362621,0.2720974,4.492452,0.4272237,0.0,0.01666667,0.1427078,0.149376,0,0.0,666.7115,362.483,10.01814,5.053998
2289.436,563.1912,2,0.0,0,0.0,0,0.0,0,1.0,0.01927716,0.008438736,30,26.44793,4.686566,3.403406,4.820943,3.485489,0.2237138,0.1314461,0.3242568,0.4649367,0.4582647,0.2907904,4.02595,0.5878402,0.0,0.0,0.1653523,0.09838984,2,1.0,666.7117,363.0027,10.01814,5.062332
1098.43,825.7228,1,0.0,0,0.0,0,0.0,0,1.0,0.009876927,0.01236738,30,25.2194,7.05603,2.903532,7.225649,2.957871,0.2520341,0.1256243,0.3307432,0.1756887,0.4577353,0.5089268,1.574701,1.185704,0.0,0.0,0.1776161,0.1050797,0,1.0,666.712,363.0033,10.01814,5.062332
1580.23,670.1427,0,0.0,0,0.0,0,0.0,0,1.0,0.0133483,0.009992614,30,26.91794,5.942598,3.066693,6.113805,3.18876,0.3284762,0.2049932,0.3543196,0.2692263,0.4922414,0.4211668,2.485321,0.7870141,0.0,0.0,0.2443083,0.198589,0,1.0,666.7125,363.7397,10.01814,5.073998
2011.083,234.4817,1,0.0,0,1.0,0,0.0,0,0.0,0.01614801,0.003465379,30,28.51783,5.370677,4.255517,5.47992,4.327738,0.1738475,0.1328346,0.2328288,0.1649145,0.3704158,0.2333333,3.555477,0.1222222,0.06037592,0.0,0.1456114,0.08869711,1,0.0,666.7126,363.7619,10.01814,5.074332
2588.225,648.0983,1,0.0,0,0.0,0,0.0,0,1.0,0.02218746,0.009652019,30,24.92916,4.279227,3.305663,4.371055,3.377677,0.1651768,0.1160131,0.2216816,0.1654914,0.3253894,0.3288781,4.784899,0.954373,0.0,0.03333334,0.1502754,0.1103641,0,3.0,666.7129,364.4568,10.01814,5.085998
2384.828,685.5087,0,0.0,0,0.0,0,0.0,0,1.0,0.02009633,0.01000726,30,23.65056,4.463283,3.085609,4.59576,3.184344,0.2407372,0.1602843,0.3176718,0.2263692,0.4235732,1.098225,4.206747,0.3573211,0.0,0.0,0.2339842,0.1309034,1,3.0,666.7131,369.1263,10.01814,5.162332
2571.175,767.5048,0,0.0,0,0.0,0,0.0,0,1.0,0.02227551,0.01119156,30,24.12897,4.365801,3.022438,4.475021,3.071869,0.162621,0.09780645,0.1838679,0.209424,0.2826351,0.9957204,4.78699,0.6999997,0.0,0.0,0.1273427,0.08262722,0,1.0,666.7134,369.1271,10.01814,5.162332
2594.636,490.7603,0,0.0,0,1.0,0,0.0,0,0.0,0.02159297,0.007108593,30,30.19985,4.160369,3.793594,4.278104,3.848752,0.1994186,0.1050222,0.2750953,0.1770941,0.4240576,0.44321,4.673944,0.516667,0.0,0.0,0.1678567,0.09293696,3,0.0,666.7136,370.6422,10.01814,5.186998
2058.685,140.8463,2,0.0,0,1.0,0,0.0,0,0.0,0.01739143,0.001995678,30,26.50256,5.164924,4.684988,5.291752,4.751442,0.2279099,0.09969579,0.2891092,0.2328351,0.4494671,0.09979668,3.569242,0.0,0.0,0.0,0.1910074,0.1098473,1,0.0,666.7139,377.0455,10.01814,5.295331
1992.156,834.352,0,1.0,0,0.0,0,0.0,0,1.0,0.01745827,0.01170187,30,28.38277,5.347104,2.970257,5.492871,3.063756,0.2316961,0.2588271,0.2510772,0.3408634,0.3741502,0.5758951,3.496311,0.7872957,0.0,0.1554208,0.172371,0.1694563,2,1.0,666.7141,380.6676,10.01814,5.352332
1614.279,784.3428,1,1.0,0,0.0,0,0.0,0,1.0,0.01383766,0.01110843,30,26.98813,6.031814,3.159489,6.204669,3.247641,0.2776907,0.2019941,0.267088,0.2858517,0.3272924,0.6739808,2.724403,0.6759255,0.0,0.1333334,0.2173366,0.1161201,3,1.0,666.7144,380.6682,10.01814,5.352332
2315.816,1101.853,0,0.0,0,0.0,0,0.0,0,1.0,0.01856719,0.01554713,30,28.56595,4.737695,2.651821,4.867599,2.712932,0.2272976,0.1092025,0.2245173,0.1811585,0.3722326,0.4659469,4.168872,1.805362,0.0,0.0,0.1579621,0.08802888,0,1.0,666.7146,381.5742,10.01814,5.366332
1330.692,1103.416,0,0.0,0,0.0,0,0.0,0,1.0,0.01214922,0.01555496,30,30.82768,6.556958,2.512228,6.720619,2.59442,0.2493011,0.2025889,0.2993336,0.30877,0.4432621,0.549683,2.060553,1.281218,0.0,0.2999999,0.2454146,0.1259473,5,3.0,666.7148,381.5749,10.01814,5.366332
2161.479,612.1583,0,0.0,0,1.0,0,0.0,0,0.0,0.01848548,0.008349497,30,32.17751,4.983451,3.872916,5.104779,3.955979,0.2035838,0.154094,0.2563177,0.2008587,0.4207267,0.3800373,3.78769,0.8020923,0.07073902,0.0,0.1746507,0.1046253,0,2.0,666.715,396.9977,10.01814,5.599331
2387.902,432.2731,2,0.0,0,0.0,0,0.0,0,1.0,0.02084354,0.005712567,30,23.52944,4.670609,4.299828,4.743133,4.379796,0.1452225,0.121702,0.2135518,0.2387519,0.3221945,0.5888891,4.382281,0.2443914,0.05560866,0.0,0.1564825,0.1043115,3,2.0,666.7153,402.1032,10.01814,5.680665
1757.61,797.201,0,0.0,0,1.0,0,0.0,0,0.0,0.01555138,0.0103564,30,28.00344,5.857061,3.671921,5.977754,3.743543,0.1894386,0.1454785,0.2419838,0.2664399,0.3075625,0.8383963,3.086594,0.8056502,0.05614087,0.0,0.1590009,0.08203588,0,1.0,666.7155,415.9943,10.01814,5.882665
2034.362,530.7958,0,0.0,0,1.0,0,0.0,0,0.0,0.0165689,0.006748897,30,29.34323,5.337212,4.347025,5.468364,4.435524,0.1971074,0.1759301,0.2132611,0.2275712,0.3873297,0.370269,3.608974,0.5813497,0.0,0.0,0.1434449,0.1487935,0,3.0,666.7158,419.5783,10.01814,5.940998
2492.954,628.5447,1,0.0,0,1.0,0,0.0,0,0.0,0.02106432,0.008038353,30,28.48213,4.395465,4.149922,4.496767,4.264823,0.2057862,0.196515,0.2517519,0.2426073,0.3878244,0.3937326,4.511299,0.7533349,0.0,0.02222222,0.1650421,0.162389,0,2.0,666.716,425.3085,10.01814,6.036998
2127.772,760.3619,1,0.0,0,1.0,0,0.0,0,0.0,0.0180898,0.0093414,30,26.81205,5.224818,4.053545,5.325931,4.119119,0.1462982,0.1747204,0.2085984,0.3110986,0.3358874,0.5829941,3.867274,0.8143354,0.0,0.03333334,0.1344821,0.1327361,0,1.0,666.7162,433.2805,10.01814,6.169664
1349.772,685.3525,1,1.0,0,1.0,0,0.0,0,0.0,0.01113798,0.008315955,30,26.11261,6.756808,4.464492,6.87574,4.557297,0.1802784,0.1598342,0.2069731,0.2033421,0.2836864,0.242556,2.31511,1.004652,0.0,0.005555556,0.1566904,0.1607619,3,2.0,666.7165,443.2535,10.01814,6.335331
1771.647,1154.717,0,0.0,0,1.0,0,0.0,0,0.0,0.01491097,0.01401954,30,26.60446,5.787021,3.309067,5.925681,3.379691,0.2096169,0.1584007,0.2794584,0.2736765,0.4123839,0.7664261,3.020781,1.630732,0.0,0.0,0.1705532,0.1250812,1,0.0,666.7167,443.2843,10.01814,6.335998
1221.308,852.3417,1,1.0,0,0.0,0,0.0,0,1.0,0.01043156,0.01003309,30,27.45422,6.819306,3.999135,6.987009,4.096896,0.2411253,0.2515362,0.2754038,0.3564927,0.3983736,0.8262932,1.887258,0.4707683,0.0,0.261111,0.2293098,0.1705243,2,2.0,666.717,449.1512,10.01814,6.434998
