totalTimeinminsoFar, realtimeSinceStartup, Total Time Stopped, Total Distance Travelled, Avg Speed, Speed Limit, Total Serious Collision Count,Total Vehicle-Vehicle Collision Count,Total Non-Vehicle Collision Count, Non-Collision Destroyed, No. Of Stops Passed Through, Avg Time in speed0-5mph,Avg Time in speed5-10mph,Avg Time in speed10-15mph,Avg Time in speed15-20mph, Avg Time in speed20-25mph, Avg Time in speed25-30mph, Avg Time in speed30-35mph
10.01677,610.4948, 10.01712,0.0555069, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4949, 10.01712,0.2477713, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4951, 10.01712,0.1339526, 0, 252.5, 0,1,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4952, 10.01712,0.09942903, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4953, 10.01712,1772086, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4954, 10.01712,0.06229946, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4955, 10.01712,0.09976888, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4957, 10.01712,0.1035598, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4958, 10.01712,1772086, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.496, 10.01712,0.07425962, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4961, 10.01712,0.08933815, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4962, 10.01712,0.07292844, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4963, 10.01712,0.08116101, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4965, 10.01712,1767664, 0, 252.5, 0,0,3,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4966, 10.01712,0.08115697, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4968, 10.01712,0.129888, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4969, 10.01712,0.4689885, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.497, 10.01712,0.07281701, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4972, 10.01712,1772086, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4973, 10.01712,0.377925, 0, 252.5, 0,0,3,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4974, 10.01712,0.09982722, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4976, 10.01712,0.099783, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4977, 10.01712,0.08124375, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4979, 10.01712,0.06229514, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.498, 10.01712,0.1126695, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4981, 10.01712,0.05377215, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4982, 10.01712,0.1998416, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4984, 10.01712,0.07426357, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4985, 10.01712,1.871498, 0, 252.5, 0,0,2,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4987, 10.01712,0.2602558, 0, 252.5, 0,0,1,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4988, 10.01712,0.1139686, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.499, 10.01712,0.06230128, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4991, 10.01712,1772086, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4993, 10.01712,0.1005008, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4994, 10.01712,15.87637, 0, 252.5, 0,0,4,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4995, 10.01712,0.0623068, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4996, 10.01712,0.08694892, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4998, 10.01712,0.07441871, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.4999, 10.01712,0.08693441, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5001, 10.01712,0.08116849, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5002, 10.01712,0.05376595, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5003, 10.01712,5.891859, 0, 252.5, 0,0,5,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5004, 10.01712,0.3217539, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5006, 10.01712,4.545454, 0, 252.5, 0,0,2,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5007, 10.01712,2.302534, 0, 252.5, 0,0,2,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5009, 10.01712,0.08104177, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.501, 10.01712,0.08252618, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5012, 10.01712,0.08118277, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5013, 10.01712,0.4875446, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5015, 10.01712,0.07435533, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5016, 10.01712,0.1916348, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5018, 10.01712,0.08687776, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5019, 10.01712,7.013622, 0, 252.5, 0,0,3,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5021, 10.01712,5.888097, 0, 252.5, 0,0,3,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5022, 10.01712,1772086, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5023, 10.01712,1772001, 0, 252.5, 0,0,1,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5024, 10.01712,0.208409, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5026, 10.01712,0.4140362, 0, 252.5, 0,0,1,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5027, 10.01712,0.1069185, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5029, 10.01712,0.1016061, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5031, 10.01712,0.1156768, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5032, 10.01712,0.8376279, 0, 252.5, 0,0,1,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5033, 10.01712,0.2568286, 0, 252.5, 0,0,1,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5034, 10.01712,1772086, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5036, 10.01712,0.7212837, 0, 252.5, 0,0,1,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5037, 10.01712,0.1016543, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5039, 10.01712,0.1034382, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.504, 10.01712,0.08119205, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5042, 10.01712,0.103277, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5043, 10.01712,1770804, 0, 252.5, 0,0,1,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5045, 10.01712,0.05550459, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5046, 10.01712,1772086, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5047, 10.01712,0.115073, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5049, 10.01712,0.09510449, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.505, 10.01712,0.09982976, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5051, 10.01712,0.08685699, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5053, 10.01712,0.09983536, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5054, 10.01712,0.0896342, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5056, 10.01712,0.08684079, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5057, 10.01712,47.9581, 0, 252.5, 0,0,1,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5059, 10.01712,0.07429844, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.506, 10.01712,1772086, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5061, 10.01712,0.08685128, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5062, 10.01712,0.09758449, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5064, 10.01712,4.697231, 0, 252.5, 0,0,3,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5065, 10.01712,0.05551056, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5067, 10.01712,0.05550309, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5068, 10.01712,0.05550944, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5069, 10.01712,60.80074, 0, 252.5, 0,1,1,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5071, 10.01712,0.05553278, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5072, 10.01712,221.8629, 0, 252.5, 0,0,1,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5073, 10.01712,1772086, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5074, 10.01712,0.2614053, 0, 252.5, 0,0,1,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5076, 10.01712,0.09594192, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5078, 10.01712,0.07428046, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5079, 10.01712,0.2326375, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5081, 10.01712,8.181823, 0, 252.5, 0,0,4,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5082, 10.01712,0.0811432, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5084, 10.01712,45.94743, 0, 252.5, 0,0,2,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5085, 10.01712,19.20816, 0, 252.5, 0,0,1,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5087, 10.01712,0.08115578, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5089, 10.01712,2.719714, 0, 252.5, 0,0,10,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.509, 10.01712,0.07283674, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5091, 10.01712,0.07432017, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5093, 10.01712,1.996274, 0, 252.5, 0,0,2,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5094, 10.01712,0.3569547, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5095, 10.01712,0.2611754, 0, 252.5, 0,0,1,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5097, 10.01712,0.1125712, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5099, 10.01712,5.762429, 0, 252.5, 0,0,12,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.51, 10.01712,0.1157823, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5101, 10.01712,0.0998302, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5103, 10.01712,0.4654691, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5104, 10.01712,16.76114, 0, 252.5, 0,0,5,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5106, 10.01712,0.08121414, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
10.01677,610.5107, 10.01712,0.08103368, 0, 252.5, 0,0,0,0,0,10.01712, 0, 0,0, 0, 0, 0
