totalTimeinminsoFar, realtimeSinceStartup, Total Time Stopped, Total Distance Travelled, Avg Speed, Speed Limit, Total Serious Collision Count,Total Vehicle-Vehicle Collision Count,Total Non-Vehicle Collision Count, Non-Collision Destroyed, No. Of Stops Passed Through, Avg Time in speed0-5mph,Avg Time in speed5-10mph,Avg Time in speed10-15mph,Avg Time in speed15-20mph, Avg Time in speed20-25mph, Avg Time in speed25-30mph, Avg Time in speed30-35mph
10.01671,610.8792, 2.943779,2518.319, 0.04632503, 28.15626, 0,0,0,0,0,3.135504, 0.2749908, 0.4110007,0.7143896, 4.952156, 0.5290304, 0
10.01671,610.8793, 3.433528,2301.136, 0.04319851, 30.74581, 0,0,0,0,1,3.642007, 0.2979522, 0.3864754,0.8258144, 4.228613, 0.636201, 0
10.01671,610.8795, 2.107736,3026.764, 0.05602298, 23.71486, 0,0,0,0,0,2.201575, 0.1339955, 0.1713746,0.2440653, 6.183953, 1.082103, 0
10.01671,610.8796, 2.389686,2912.261, 0.05293141, 26.43958, 0,0,0,0,2,2.490912, 0.144525, 0.1749196,0.2496898, 5.748892, 1.208128, 0
10.01671,610.8798, 2.791758,2796.292, 0.05131758, 29.45743, 0,0,0,0,1,2.887042, 0.1338907, 0.1599145,0.2312758, 4.838371, 1.766579, 0
10.01671,610.8799, 3.522557,2443.592, 0.0444725, 31.09248, 0,0,0,0,1,3.640816, 0.1655038, 0.2104738,0.302987, 4.536525, 1.16075, 0
10.01671,610.88, 3.316302,2518.931, 0.04588799, 30.21332, 0,0,0,0,2,3.430557, 0.1695076, 0.2207065,0.3085659, 4.721234, 1.166488, 0
10.01671,610.8801, 2.876298,2581.677, 0.04785643, 28.19643, 0,0,0,0,2,3.051397, 0.2516509, 0.3336912,0.5918449, 5.442903, 0.3455642, 0
10.01671,610.8803, 2.578491,2865.384, 0.05322639, 30.99777, 0,0,0,0,1,2.679052, 0.1408861, 0.1830032,0.2522287, 5.127599, 1.634307, 0
10.01671,610.8804, 2.270251,2981.485, 0.05438108, 27.26405, 0,0,0,0,1,2.386429, 0.1498391, 0.2051849,0.3123029, 5.233201, 1.730095, 0
10.01671,610.8806, 2.461957,2919.522, 0.05307452, 27.98506, 0,0,0,0,1,2.556753, 0.1311255, 0.1604832,0.2404803, 5.271969, 1.65625, 0
10.01671,610.8807, 2.137851,2977.444, 0.05423075, 30.59287, 0,0,0,0,0,2.246644, 0.1794752, 0.280653,0.4313703, 5.306323, 1.572584, 0
10.01671,610.8809, 2.891185,2701.438, 0.04924763, 25.10922, 0,0,0,0,0,3.024539, 0.1845638, 0.2257576,0.3503097, 4.723663, 1.508231, 0
10.01671,610.881, 3.617204,2386.654, 0.04349406, 31.48811, 0,0,0,0,0,3.732995, 0.1674911, 0.2041345,0.2815375, 4.903793, 0.7271086, 0
10.01671,610.8811, 4.170803,2141.161, 0.03957471, 30.2572, 0,0,0,0,0,4.306433, 0.1943051, 0.2526976,0.3856328, 4.144928, 0.7330747, 0
10.01671,610.8812, 2.533166,2898.85, 0.05297414, 23.43032, 0,0,0,0,0,2.623776, 0.1222341, 0.1614074,0.263902, 5.349788, 1.495949, 0
10.01671,610.8814, 3.615262,2408.5, 0.04379871, 21.93725, 0,0,0,0,0,3.737945, 0.1704072, 0.2126232,0.2903784, 4.540013, 1.065702, 0
10.01671,610.8815, 3.354024,2523.067, 0.04600199, 26.28642, 0,0,0,0,1,3.460317, 0.15145, 0.188343,0.2777357, 4.852438, 1.086781, 0
10.01671,610.8817, 10.01705,0.08504312, 0, 27.1351, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8818, 10.01705,0.1046702, 0, 25.81726, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.882, 10.01705,0.0737597, 0, 26.75054, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8821, 10.01705,18.00241, 0, 25.22276, 0,1,2,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8822, 10.01705,0.08502154, 0, 21.55842, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8823, 10.01705,34.77921, 0, 31.1927, 0,0,3,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8824, 10.01705,0.0903853, 0, 27.23493, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8826, 10.01705,0.05553237, 0, 23.43615, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8827, 10.01705,0.106587, 0, 31.93054, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8828, 10.01705,0.09980697, 0, 29.07665, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8829, 10.01705,0.1053664, 0, 26.44477, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8831, 10.01705,0.08089209, 0, 27.81514, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8832, 10.01705,0.1066141, 0, 28.88225, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8834, 10.01705,0.1004844, 0, 30.31041, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8835, 10.01705,0.09984786, 0, 28.70647, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8836, 10.01705,0.09169185, 0, 24.82444, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8837, 10.01705,0.06234498, 0, 29.68824, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8839, 10.01705,0.07283674, 0, 27.22711, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.884, 10.01705,0.08504245, 0, 28.33472, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8841, 10.01705,0.2761092, 0, 26.41963, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8843, 10.01705,0.05379563, 0, 28.1669, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8844, 10.01705,0.09979441, 0, 27.22376, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8845, 10.01705,0.143946, 0, 23.75434, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8846, 10.01705,0.06232239, 0, 25.83775, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8848, 10.01705,0.05552039, 0, 24.36669, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8849, 10.01705,0.07279175, 0, 23.7271, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8851, 10.01705,0.08971897, 0, 26.93488, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8852, 10.01705,0.0970646, 0, 28.94674, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8853, 10.01705,0.08053835, 0, 30.44691, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8854, 10.01705,0.05377814, 0, 26.79285, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8856, 10.01705,0.1193753, 0, 24.14457, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8857, 10.01705,1772067, 0, 30.85006, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8859, 10.01705,0.1891944, 0, 22.14252, 0,0,2,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.886, 10.01705,0.07277964, 0, 28.61401, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8861, 10.01705,0.0623236, 0, 23.67752, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8862, 10.01705,0.08101722, 0, 24.40312, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8864, 10.01705,0.2331357, 0, 28.64826, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8865, 10.01705,0.129078, 0, 25.14272, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8867, 10.01705,0.2209453, 0, 30.37797, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8868, 10.01705,0.2565894, 0, 24.29948, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8869, 10.01705,26.75219, 0, 27.22639, 0,0,3,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.887, 10.01705,1772067, 0, 27.77338, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8871, 10.01705,0.08673123, 0, 29.01874, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8873, 10.01705,0.8974139, 0, 27.0127, 0,0,3,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8874, 10.01705,0.1251236, 0, 22.08222, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8876, 10.01705,0.03857996, 0, 24.94689, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8877, 10.01705,0.1152818, 0, 25.96745, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8878, 10.01705,0.2609725, 0, 26.89003, 0,0,1,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8879, 10.01705,0.09882827, 0, 24.68404, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8881, 10.01705,0.134224, 0, 27.52863, 0,1,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8882, 10.01705,0.1105821, 0, 28.35198, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8883, 10.01705,0.08058298, 0, 29.10746, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8884, 10.01705,5.371578, 0, 27.56257, 0,0,4,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8885, 10.01705,0.3968744, 0, 27.00243, 0,0,1,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8887, 10.01705,1772067, 0, 23.92081, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8888, 10.01705,0.1243134, 0, 22.8806, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8889, 10.01705,0.1282643, 0, 31.91858, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8891, 10.01705,0.05378649, 0, 27.72835, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8892, 10.01705,0.08665447, 0, 25.29743, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8893, 10.01705,0.2625377, 0, 25.6959, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8895, 10.01705,0.09429322, 0, 27.1564, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8896, 10.01705,0.08095485, 0, 29.00684, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8898, 10.01705,0.2143156, 0, 28.87498, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8899, 10.01705,0.2409972, 0, 26.21041, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.89, 10.01705,0.07379262, 0, 33.76606, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8901, 10.01705,0.08097722, 0, 29.8987, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8903, 10.01705,0.08502363, 0, 21.542, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8904, 10.01705,0.09064244, 0, 28.52822, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8905, 10.01705,0.1006794, 0, 32.82149, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8906, 10.01705,1.570753, 0, 30.53389, 0,0,1,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8907, 10.01705,0.0806067, 0, 25.48203, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8909, 10.01705,0.09926203, 0, 29.59214, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.891, 10.01705,0.1285331, 0, 25.15856, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8911, 10.01705,0.1164734, 0, 25.03359, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8912, 10.01705,0.05552151, 0, 26.59074, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8914, 10.01705,0.1005054, 0, 27.94755, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8915, 10.01705,0.2581822, 0, 28.62974, 0,0,1,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8917, 10.01705,48.12274, 0, 26.25046, 0,0,6,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8918, 10.01705,1769476, 0, 25.29594, 0,0,1,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8919, 10.01705,0.0850291, 0, 22.78242, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.892, 10.01705,0.08057048, 0, 28.70154, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8922, 10.01705,0.08056194, 0, 25.34638, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8923, 10.01705,0.05552526, 0, 28.95509, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8924, 10.01705,0.1160788, 0, 27.02171, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8925, 10.01705,0.0997586, 0, 30.93736, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8926, 10.01705,0.09048437, 0, 28.77526, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8928, 10.01705,0.05553877, 0, 28.79177, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8929, 10.01705,0.0737613, 0, 29.23499, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.893, 10.01705,0.08673272, 0, 29.9868, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8931, 10.01705,0.08057913, 0, 25.1039, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8932, 10.01705,0.08058389, 0, 30.34296, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8934, 10.01705,0.1144089, 0, 26.91867, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8935, 10.01705,0.06232981, 0, 29.48401, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8936, 10.01705,0.2882798, 0, 27.06179, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8937, 10.01705,0.06232294, 0, 28.90791, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8939, 10.01705,0.1056364, 0, 28.5297, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.894, 10.01705,0.1152027, 0, 30.60611, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8941, 10.01705,0.05378504, 0, 28.51699, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8942, 10.01705,0.1143816, 0, 29.97625, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8943, 10.01705,159.6448, 0, 29.21601, 0,0,4,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8945, 10.01705,0.1324595, 0, 30.24898, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8946, 10.01705,0.07277843, 0, 24.98154, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8947, 10.01705,0.05552358, 0, 31.27681, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8948, 10.01705,0.1005812, 0, 28.80538, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.895, 10.01705,0.1979564, 0, 28.32433, 0,0,1,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8951, 10.01705,0.1278691, 0, 25.38749, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8952, 10.01705,0.08939452, 0, 28.97655, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8954, 10.01705,5.544898, 0, 26.12686, 0,0,5,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8956, 10.01705,0.07378022, 0, 25.89369, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8958, 10.01705,0.07374084, 0, 27.67051, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8959, 10.01705,0.2539845, 0, 27.13725, 0,0,2,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.896, 10.01705,0.1168888, 0, 27.26007, 0,0,1,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8962, 10.01705,0.08674037, 0, 30.91769, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8963, 10.01705,9.474558, 0, 26.62974, 0,0,4,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8964, 10.01705,0.08054747, 0, 23.4164, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8966, 10.01705,1772067, 0, 28.05327, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8967, 10.01705,0.1046637, 0, 26.62086, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8969, 10.01705,0.116552, 0, 31.43849, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.897, 10.01705,0.05377759, 0, 29.49625, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8971, 10.01705,0.08088463, 0, 25.23864, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8973, 10.01705,0.1670798, 0, 27.09218, 0,1,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8974, 10.01705,0.4404251, 0, 28.11006, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8975, 10.01705,1772067, 0, 25.13228, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8976, 10.01705,0.08685848, 0, 25.78736, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8978, 10.01705,0.2083201, 0, 24.65451, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8979, 10.01705,0.2499182, 0, 25.67605, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8981, 10.01705,0.145855, 0, 30.13219, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8982, 10.01705,0.0809725, 0, 29.08637, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8984, 10.01705,0.1169896, 0, 33.52403, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8985, 10.01705,0.128527, 0, 26.37986, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8986, 10.01705,0.09163664, 0, 26.19589, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8987, 10.01705,0.07391137, 0, 29.59276, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8989, 10.01705,0.06232657, 0, 28.02569, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.899, 10.01705,0.124812, 0, 31.69398, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8991, 10.01705,0.07374146, 0, 25.70527, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8992, 10.01705,0.05553631, 0, 27.45814, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8994, 10.01705,0.1258419, 0, 27.00713, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8995, 10.01705,0.1194448, 0, 31.02337, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8996, 10.01705,0.06234709, 0, 24.78016, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8997, 10.01705,1.662599, 0, 26.96698, 0,0,1,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.8998, 10.01705,1772067, 0, 24.53418, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9, 10.01705,0.05552965, 0, 24.77846, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9001, 10.01705,0.09677856, 0, 29.39548, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9002, 10.01705,0.05552446, 0, 28.46124, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9003, 10.01705,0.2475373, 0, 25.93367, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9005, 10.01705,0.0737645, 0, 28.66428, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9006, 10.01705,0.09935931, 0, 24.66602, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9007, 10.01705,1772067, 0, 27.194, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9008, 10.01705,0.06232647, 0, 28.69737, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9009, 10.01705,0.09974805, 0, 28.71679, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9011, 10.01705,0.1031572, 0, 28.1063, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9012, 10.01705,1772067, 0, 28.85264, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9014, 10.01705,0.07374468, 0, 23.64392, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9015, 10.01705,0.08938174, 0, 28.93589, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9016, 10.01705,0.07282952, 0, 28.98893, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9017, 10.01705,0.08067538, 0, 27.38932, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9019, 10.01705,1767646, 0, 22.9907, 0,0,3,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.902, 10.01705,0.08102573, 0, 30.16979, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9021, 10.01705,0.1304043, 0, 29.1371, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9022, 10.01705,0.4624307, 0, 27.38731, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9023, 10.01705,0.07279016, 0, 21.14502, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9025, 10.01705,1772067, 0, 25.35431, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9026, 10.01705,0.06232295, 0, 29.14231, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9027, 10.01705,0.0998309, 0, 25.90559, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9028, 10.01705,0.099759, 0, 26.25254, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.903, 10.01705,0.08061285, 0, 24.58172, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9031, 10.01705,0.06232243, 0, 25.34554, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9033, 10.01705,0.1124833, 0, 27.65178, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9034, 10.01705,0.05378799, 0, 27.77501, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9035, 10.01705,0.1997422, 0, 25.02922, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9036, 10.01705,0.07375893, 0, 27.87473, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9037, 10.01705,1.84155, 0, 26.58182, 0,0,2,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9039, 10.01705,0.2605301, 0, 24.5026, 0,0,1,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.904, 10.01705,0.1140018, 0, 28.43465, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9041, 10.01705,0.06232729, 0, 28.70049, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9042, 10.01705,1772067, 0, 28.94684, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9044, 10.01705,0.1004876, 0, 29.33726, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9045, 10.01705,15.74824, 0, 27.36641, 0,0,4,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9046, 10.01705,0.06233133, 0, 30.77878, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9047, 10.01705,0.08674215, 0, 28.30632, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9048, 10.01705,0.07379718, 0, 27.34731, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.905, 10.01705,0.08674327, 0, 32.31069, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9051, 10.01705,0.08105787, 0, 27.48859, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9052, 10.01705,0.05378067, 0, 24.01204, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9053, 10.01705,0.08672692, 0, 27.54133, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9055, 10.01705,5.251382, 0, 27.16414, 0,0,5,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9056, 10.01705,0.2933909, 0, 26.00373, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9057, 10.01705,0.09938049, 0, 28.12507, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9058, 10.01705,0.08055617, 0, 26.42021, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.906, 10.01705,0.08245741, 0, 30.16805, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9061, 10.01705,0.08111183, 0, 25.98544, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
10.01671,610.9063, 10.01705,0.4778788, 0, 24.40644, 0,0,0,0,0,10.01705, 0, 0,0, 0, 0, 0
